GN3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.50, 0.01, 0.2, 0.9, 0.0

FN3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
FN3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
FN3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
FN3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
FN3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.50, 0.01, 0.2, 0.9, 0.0

EF3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
EF3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
EF3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
EF3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
EF3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.50, 0.01, 0.2, 0.9, 0.0

DN3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
DN3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
DN3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
DN3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
DN3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.50, 0.01, 0.2, 0.9, 0.0

AF3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
AF3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
AF3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
AF3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
AF3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.50, 0.01, 0.2, 0.9, 0.0

BF3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
BF3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
BF3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
BF3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
BF3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.50, 0.01, 0.2, 0.9, 0.0

CN3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.50, 0.01, 0.2, 0.9, 0.0

CN3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
